category_key,category_label,keyword,fortune,mention_growth,negative_mentions,total_mentions,news1_title,news1_url,news2_title,news2_url,news3_title,news3_url
ingredient,원료・성분,마이크로바이옴 원료,보이지 않는 균의 조화가 피부를 다스리는 형국이로다. 과학적 근거 없이 유행만 좇으면 신뢰를 잃으리니 조심하시게. 임상 자료 하나를 갖춤이 백 마디 광고보다 나으리라.,언급량 108%,부정 언급 7건,총 언급 842건,마이크로바이옴 화장품 시장 규모 첫 1조 돌파,https://example.com/news/20,"'마이크로바이옴' 표기 기준 모호, 자율규제 논의",https://example.com/news/21,,
ingredient,원료・성분,PDRN,연어알에서 온 기운이 피부에 생기를 더하는 형국이로다. 원산지를 속이면 반드시 들통나니 정직함을 지님이 곧 복이니라. 재구매율이 곧 브랜드의 진짜 성적표가 되리라.,언급량 197%,부정 언급 12건,"총 언급 1,065건","PDRN 함유 앰플, 판매량 급증",https://example.com/news/22,"일부 제품, PDRN 함량 과장 표기 지적",https://example.com/news/23,,
ingredient,원료・성분,펩타이드 복합체,정교하게 다듬어진 기운이나 힘을 잃어가는 흉조가 비치는 때로다. 효능을 과장하여 알리면 반드시 대가를 치르리니 삼가시게. 겸손하게 근거를 밝히는 것만이 화를 피하는 길이니라.,언급량 38%,부정 언급 41건,총 언급 512건,"펩타이드 화장품, 효능 과장 광고로 제재",https://example.com/news/24,펩타이드 임상 데이터 공개하는 브랜드 늘어,https://example.com/news/25,,
ingredient,원료・성분,비건 콜라겐,동물의 기운을 멀리하니 하늘이 대신 복을 내리는 상이로다. 인증 없이 비건이라 칭하면 큰 구설수에 휘말리니 조심하시게. 진심을 담은 라벨 하나가 긴 신뢰를 부르리라.,언급량 132%,부정 언급 15건,총 언급 640건,"비건 인증 화장품, 젊은 세대 선호도 상승",https://example.com/news/26,"비건 표기 허위 논란, 인증 기관 조사 착수",https://example.com/news/27,,
ingredient,원료・성분,센텔라 추출물,상처 입은 곳을 다스리는 풀의 기운이로다. 진정 효과만 내세우면 자극 성분 논란을 피하기 어려우니 조심하시게. 원료 배합의 균형을 밝히는 자에게 긴 신뢰가 따르리라.,언급량 84%,부정 언급 9건,총 언급 511건,센텔라 성분 함유 진정 라인 확대 출시,https://example.com/news/28,,,,
ingredient,원료・성분,나이아신아마이드,밝음을 더하는 기운이 널리 퍼지는 상이로다. 고농도만 앞세우면 자극 민원이 뒤따르니 조심하시게. 농도별 사용법을 안내하는 자에게 긴 만족이 따르리라.,언급량 121%,부정 언급 13건,총 언급 733건,"나이아신아마이드 함유 제품, 미백 라인 강세",https://example.com/news/29,고농도 나이아신아마이드 자극 민원 증가,https://example.com/news/30,,
ingredient,원료・성분,프로바이오틱스 스킨케어,살아있는 균이 피부를 지키는 형국이로다. 보관법을 소홀히 하면 효능이 금세 사라지니 조심하시게. 신선함을 지키는 유통이 곧 브랜드의 신뢰가 되리라.,언급량 79%,부정 언급 6건,총 언급 402건,"프로바이오틱스 스킨케어, 유통 콜드체인 강화",https://example.com/news/31,,,,
ingredient,원료・성분,식물성 스쿠알란,식물에서 얻은 기름진 기운이 피부를 감싸는 상이로다. 원산지 표기를 흐리면 신뢰를 잃으니 정직하게 밝히시게. 지속 가능한 재배를 알리는 자에게 긴 호평이 따르리라.,언급량 92%,부정 언급 4건,총 언급 458건,"식물성 스쿠알란, 친환경 오일 시장서 부상",https://example.com/news/32,,,,
ingredient,원료・성분,바이오틱스 발효 성분,묵혀서 더 깊어지는 발효의 기운이로다. 발효라는 말만 앞세우고 공정을 숨기면 의심을 사니 조심하시게. 공정을 투명히 밝히는 자에게 오랜 신뢰가 따르리라.,언급량 101%,부정 언급 5건,총 언급 487건,"발효 원료 화장품, 프리미엄 라인 확대",https://example.com/news/33,,,,
economy,경제・산업동향,ODM 수주 확대,남의 일을 대신 맡아 크게 흥하는 대길의 기운이로다. 물량만 좇다 품질을 놓치면 오래가지 못하니 유념하시게. 작은 브랜드 하나를 정성으로 키우는 것이 결국 큰 복이 되리라.,언급량 178%,부정 언급 3건,총 언급 887건,"국내 ODM 기업, 해외 신규 브랜드 대량 수주",https://example.com/news/34,"ODM 업계 실적 호조, 상반기 최대 매출",https://example.com/news/35,,
economy,경제・산업동향,리필 스테이션 확산,그릇을 비우고 다시 채우는 순환의 기운이로다. 편의만 앞세우고 위생을 놓치면 신뢰가 무너지니 조심하시게. 꼼꼼한 관리가 곧 브랜드의 얼굴이 되리라.,언급량 88%,부정 언급 6건,총 언급 512건,"화장품 리필 스테이션, 매장 확대",https://example.com/news/36,리필 제품 위생관리 가이드라인 발표,https://example.com/news/37,,
economy,경제・산업동향,화장품 원자재가 상승,중동 분쟁발 원료비 충격이 업계를 덮치는 형국이로다. 성급히 가격을 올리면 소비자 반감을 사니 조심하시게. 원가 구조를 투명히 밝히는 자에게 이해가 따르리라.,언급량 134%,부정 언급 27건,"총 언급 1,190건",국내 화장품 ODM 납품가 상승 우려,https://example.com/news/38,"화장품 용기 수급 불안, 하반기 대응 관건",https://example.com/news/39,,
economy,경제・산업동향,유통 채널 재편,오래된 매장의 기운이 저물고 새 길이 열리는 상이로다. 낡은 유통망만 붙들면 시대에 뒤처지니 조심하시게. 온오프라인을 함께 살피는 자에게 큰 길이 트이리라.,언급량 91%,부정 언급 10건,총 언급 703건,"로드숍 줄이는 K뷰티, 새 채널서 돌파구",https://example.com/news/40,라이브 커머스로 중소 브랜드 키우는 유통사,https://example.com/news/41,,
economy,경제・산업동향,화장품 스타트업 투자,새싹에 물을 주려는 기운이 모여드는 상이로다. 성장 속도만 자랑하면 내실을 의심받으니 조심하시게. 꾸준한 재무 관리가 곧 투자자의 신뢰가 되리라.,언급량 112%,부정 언급 4건,총 언급 566건,"뷰티 스타트업, 시리즈B 투자 유치 잇따라",https://example.com/news/42,,,,
economy,경제・산업동향,M&A 인수합병,두 기운이 하나로 합쳐지는 형국이로다. 성급한 통합은 조직의 균열을 부르니 신중하시게. 서로의 강점을 살리는 자에게 큰 시너지가 따르리라.,언급량 76%,부정 언급 8건,총 언급 389건,"뷰티 대기업, 중소 브랜드 잇단 인수",https://example.com/news/43,,,,
economy,경제・산업동향,뷰티 플랫폼 상장,쌓아온 것을 세상에 드러내는 상이로다. 성장 서사만 앞세우면 실적 검증에서 흔들리니 조심하시게. 숫자로 증명하는 자에게 시장의 신뢰가 따르리라.,언급량 143%,부정 언급 9건,총 언급 678건,"뷰티 플랫폼, 연내 기업공개 추진",https://example.com/news/44,,,,
economy,경제・산업동향,온라인 매출 비중 확대,보이지 않는 장터로 무게가 옮겨가는 상이로다. 오프라인을 등한시하면 브랜드 경험이 흐려지니 균형을 잡으시게. 온오프라인을 함께 다스리는 자에게 큰 매출이 따르리라.,언급량 122%,부정 언급 5건,총 언급 754건,"화장품 온라인 매출 비중, 절반 넘어서",https://example.com/news/45,,,,
economy,경제・산업동향,원료 수입 관세,바다 건너 세금이 발목을 잡는 형국이로다. 원가 부담을 소비자에게만 미루면 반감을 사니 조심하시게. 대체 원료를 미리 살피는 자에게 위기를 피할 길이 따르리라.,언급량 99건,부정 언급 18건,총 언급 621건,"원료 수입 관세 인상, 업계 원가 부담 가중",https://example.com/news/46,,,,
economy,경제・산업동향,화장품 물류 자동화,손이 하던 일을 기계가 대신하는 상이로다. 속도만 앞세우고 오류를 방치하면 신뢰가 무너지니 조심하시게. 정확함을 갖춘 자에게 물류의 순리가 따르리라.,언급량 68%,부정 언급 3건,총 언급 312건,"화장품 물류센터, 자동화 설비 도입 확대",https://example.com/news/47,,,,
global,해외,K뷰티 역직구,바다 건너 기운이 크게 뻗어나가는 대길의 상이로다. 물류와 배송이 늦어지면 그간 쌓은 신뢰가 무너지니 유의하시게. 현지 언어로 전하는 진심 한마디가 만리 밖 마음을 움직이리라.,언급량 163%,부정 언급 5건,총 언급 991건,"K뷰티 역직구 거래액, 상반기 최고치 경신",https://example.com/news/48,"동남아 이커머스, K뷰티 전용관 신설",https://example.com/news/49,,
global,해외,동남아 시장 확대,남쪽 바람이 순하게 불어오니 새로운 시장이 열리는 형국이로다. 현지화 없이 밀어붙이면 낭패를 볼 것이니 조심하시게. 인플루언서와 손을 잡는 자에게 큰 재물이 따르리라.,언급량 156%,부정 언급 7건,총 언급 920건,"인도네시아, 화장품을 성장산업으로 제시",https://example.com/news/50,"K뷰티 수출한파, 타개책은 동남아",https://example.com/news/51,,
global,해외,미국 클린뷰티 규제,먼 나라의 새 법이 조용히 발목을 잡을 수 있는 때로다. 성분 목록을 미리 손보지 않으면 통관에서 막히니 조심하시게. 규정을 앞서 챙기는 자가 시장을 선점하리라.,언급량 102%,부정 언급 24건,"총 언급 1,088건","FDA, MoCRA 시행 3년 성과 발표",https://example.com/news/52,"미국 화장품 규제 전환점, MoCRA 핵심 정리",https://example.com/news/53,,
global,해외,일본 역직구,이웃 나라에서 반가운 손님이 늘어나는 형국이로다. 엔화 약세만 믿고 안심하면 방심수가 따르니 조심하시게. 배송과 언어를 세심히 다듬는 자에게 단골이 붙으리라.,언급량 178%,부정 언급 5건,총 언급 812건,"일본 열도 홀린 K-화장품, 역직구 신화",https://example.com/news/54,일본 의약부외품 점유율 40% 돌파,https://example.com/news/55,,
global,해외,중국 따이공 감소,한때 성했던 바람이 잦아드는 형국이로다. 옛 방식만 붙들면 매출 공백을 피하기 어려우니 조심하시게. 새로운 유통 경로를 여는 자에게 다시 길이 열리리라.,언급량 54%,부정 언급 33건,총 언급 745건,"중국 따이공 매출 급감, 대체 채널 모색",https://example.com/news/56,,,,
global,해외,유럽 CPNP 인증,먼 대륙의 문턱을 넘으려는 기운이로다. 서류를 소홀히 하면 통관에서 발이 묶이니 꼼꼼히 준비하시게. 인증을 미리 갖춘 자에게 유럽의 문이 열리리라.,언급량 87%,부정 언급 6건,총 언급 421건,"유럽 화장품 진출, CPNP 인증 문의 급증",https://example.com/news/57,,,,
global,해외,중동 뷰티 수출,사막 너머로 향기가 퍼져나가는 형국이로다. 문화적 차이를 살피지 않으면 자칫 오해를 사니 조심하시게. 현지 정서를 존중하는 자에게 새 시장이 열리리라.,언급량 119%,부정 언급 4건,총 언급 533건,"중동 화장품 수출, 신규 바이어 발굴 나서",https://example.com/news/58,,,,
global,해외,인도 화장품 시장 진출,인구 많은 나라에 새 씨를 뿌리는 상이로다. 가격만 앞세우면 품질 불신을 사니 조심하시게. 현지 피부 특성을 연구하는 자에게 큰 시장이 열리리라.,언급량 96건,부정 언급 8건,총 언급 402건,"인도 뷰티 시장, K뷰티 진출 확대 조짐",https://example.com/news/59,,,,
global,해외,관세 리스크,바다 건너에서 불어오는 바람이 심상치 않은 형국이로다. 성급히 발표하면 구설이 따르니 조심하시게. 대안 물류로를 미리 열어두면 이 고비를 무사히 넘기리라.,언급량 134%,부정 언급 31건,"총 언급 2,014건","트럼프발 관세 폭탄, K-뷰티 긴장",https://example.com/news/60,미국 수출 화장품 상호관세 15% 현실화,https://example.com/news/61,,
global,해외,할랄 인증 화장품,종교의 율법을 따르는 기운이 시장을 넓히는 상이로다. 인증 없이 표기만 하면 큰 신뢰를 잃으니 조심하시게. 정식 인증을 갖춘 자에게 이슬람 시장이 열리리라.,언급량 73건,부정 언급 5건,총 언급 298건,"할랄 인증 화장품, 동남아·중동 수요 증가",https://example.com/news/62,,,,
marketing,마케팅・브랜딩,다크소셜,드러나지 않는 곳에서 입소문이 퍼지는 형국이로다. 보이는 숫자만 믿으면 큰 그림을 놓치니 조심하시게. 출처 없는 소문에 일일이 대응하면 기운이 흩어지니 선별하는 지혜를 가지시게.,언급량 158%,부정 언급 17건,"총 언급 1,088건","다크소셜, 보이지 않는 입소문의 힘",https://example.com/news/63,,,,
marketing,마케팅・브랜딩,무광고 마케팅,화려한 광고 없이도 스스로 빛나는 형국이로다. 억지로 티 안 나게 꾸미려 하면 오히려 들통나니 조심하시게. 담담하게 진심을 전하는 자에게 긴 여운이 남으리라.,언급량 129%,부정 언급 6건,총 언급 588건,"Z세대, 애드블로킹 시대 브랜드 전략은",https://example.com/news/64,"체험형 매장, 무광고 시대 대안으로 부상",https://example.com/news/65,,
marketing,마케팅・브랜딩,팬덤 커머스,충성스런 무리가 브랜드를 지키는 형국이로다. 팬심을 돈벌이로만 여기면 마음이 떠나니 조심하시게. 함께 만들어가는 자세를 보이는 자에게 오랜 인연이 따르리라.,언급량 145%,부정 언급 9건,총 언급 762건,"팬덤에서 구매까지, 인플루언서 커머스 부상",https://example.com/news/66,뷰티 인플루언서 팬심으로 판을 흔들다,https://example.com/news/67,,
marketing,마케팅・브랜딩,AI 마케팅,기계의 기운이 사람의 감을 대신하려는 형국이로다. 데이터만 믿고 사람의 마음을 놓치면 낭패를 볼 것이니 조심하시게. 기술과 감성을 함께 쓰는 자가 결국 승리하리라.,언급량 203%,부정 언급 13건,"총 언급 1,320건","생성형 AI, 화장품 골라주는 시대 개막",https://example.com/news/68,"AI로 화장품 개발 혁신, 맞춤형 큐레이션까지",https://example.com/news/69,,
marketing,마케팅・브랜딩,인플루언서 콜라보,"사람과 사람이 만나 인연을 맺는 상이나, 그 인연이 언제 화로 바뀔지 알 수 없느니라. 검증 없이 손을 잡으면 반드시 후회가 따르니 신중하시게. 오래 함께할 사람을 알아보는 눈이 곧 복이니라.",언급량 64%,부정 언급 31건,"총 언급 1,203건","뷰티 브랜드, 신규 인플루언서와 대규모 협업",https://example.com/news/70,"협업 인플루언서 과거 발언 논란, 캠페인 중단",https://example.com/news/71,,
marketing,마케팅・브랜딩,향수 브랜드 콜라보,서로 다른 향이 만나 새 향을 이루는 상이로다. 이름값만 빌리고 조향을 소홀히 하면 금세 잊히니 조심하시게. 진짜 조향사의 손길이 담긴 향이 오래 기억되리라.,언급량 152%,부정 언급 4건,총 언급 867건,"니치 향수 브랜드, 패션 하우스와 콜라보",https://example.com/news/72,"향수 콜라보 한정판, 리셀 시장서 프리미엄",https://example.com/news/73,,
marketing,마케팅・브랜딩,리브랜딩,묵은 것을 벗고 새 옷을 입으려는 기운이 감도는 때로다. 겉모습만 바꾸고 속을 채우지 않으면 소비자가 먼저 알아채리니 조심하시게. 진심이 담긴 스토리 하나가 브랜드를 다시 세우리라.,언급량 76%,부정 언급 23건,총 언급 654건,"중견 뷰티 브랜드, 로고·패키지 전면 리브랜딩",https://example.com/news/74,잦은 리브랜딩에 소비자 혼란 가중 지적도,https://example.com/news/75,,
marketing,마케팅・브랜딩,숏폼 챌린지,질풍처럼 빠르게 퍼져나가는 기운이 도는 상이로다. 유행은 순식간에 왔다가 순식간에 사라지니 다음 수를 미리 준비하시게. 진짜 팬을 남기는 콘텐츠 하나가 유행보다 오래가리라.,언급량 145%,부정 언급 9건,"총 언급 1,420건",숏폼 챌린지 발 브랜드 인지도 급상승,https://example.com/news/76,숏폼 마케팅 효과 지속기간 짧다는 분석,https://example.com/news/77,,
marketing,마케팅・브랜딩,라이브커머스,실시간으로 사람과 물건이 만나는 형국이로다. 판매 실적만 좇으면 신뢰를 잃는 순간이 오니 조심하시게. 진솔한 소통을 이어가는 자에게 오랜 시청자가 따르리라.,언급량 118건,부정 언급 11건,총 언급 689건,"뷰티 라이브커머스, 신진 브랜드 판로로 부상",https://example.com/news/78,,,,
marketing,마케팅・브랜딩,브랜드 스토리텔링,말 한마디로 마음을 사는 형국이로다. 꾸며낸 이야기는 결국 들통나 신뢰를 잃으니 조심하시게. 진짜 경험에서 나온 이야기가 오래도록 마음에 남으리라.,언급량 83건,부정 언급 3건,총 언급 355건,"브랜드 스토리텔링, 창업 서사 앞세운 뷰티 브랜드 주목",https://example.com/news/79,,,,
